Customer_Reviews,Cleaned_Reviews,Sentiment_score,Sentiment
"

  After 6 Months of usage :It is good for people who uses light applications like microsoft office, photo editing but its not for gaming , multitasking and video editing.Battery lasts for 2 hours for continuos working.Webcam is Ok for zoom callsTrackpad is smoothly workingKeyboard is not much good.Sound Quality is good.Viewing angles of display are not good.Hinges loses after 3 months.

",6 month usage good people us light application like microsoft office photo edit not game multitasking video editingbattery last 2 hour continuos workingwebcam ok zoom callstrackpad smoothly workingkeyboard not much goodsound quality goodviewing angle display not goodhinges lose 3 month,0.8342,positive
"

  Software got corrupted after 7 months of use, but can understand that . However the real pain is getting their service centre guys to understand the problem. Different people gives different diagnostics and issue resolution tips. Nothing works. Finally they said they are not responsible for OS and reach out to Microsoft, that too under warranty.which I feel was a compleletely irresponsible way of dealing with a customer. So if you are a techie and can service your own laptops, go for it. If not pls don't. I had to shell out money from my pocket, when the product was still under warranty.

",software get corrupted 7 month use understand however real pain get service centre guy understand problem different people give different diagnostics issue resolution tip nothing work finally say not responsible os reach microsoft warrantywhich feel compleletely irresponsible way deal customer techie service laptop go it not pls t she will money pocket product still warranty,-0.8795,negative
"

  Horrible product not at all suitable for online classes in the middle of the class the screen is filled with colourful lines and then goes fully blackAnd the battery life doesn't even last for an hourA total waste of money

",horrible product not suitable online class middle class screen fill colourful line go fully blackand battery life even last houra total waste money,-0.7645,negative
"

  Very Good product at this price range. I bought it for 27k.Good PerformanceSpeed as mentioned is getting above 2GHzAnti glare screen is perfect unless it is very bright light on background.Don't go for other AMD models.At this price range AMD Ryzen is providing much better performance even morethan i3.Battery life is bit low Around 3 to 3 1/2 hrs.Those who are looking for basic model laptop go for it.This product will exceed you expectations for sure.

",good product price range buy 27kgood performancespeed mention get 2ghzanti glare screen perfect unless bright light backgrounddon go amd modelsat price range amd ryzen provide much good performance even morethan i3battery life bit low around 3 3 12 hrsthose look basic model laptop go itthis product exceed expectation sure,0.9118,positive
"

  I bought this in January 2020 before Pandemic.  It is unbelievable, there are many defects with the basic design. when it is folded, the screen is touching the keypad and the impressions are now on the screen, just after 6 months of use.  one side of the outer margin of the screen is not properly resting while closing.  To add all to this, the system is very slow right from the beginning.  I am using programs like MS office but still, it is taking time just to open programs like MS Word.  should check if this has a warranty... I do not recommend this.

",buy january 2020 pandemic unbelievable many defect basic design fold screen touch keypad impression screen 6 month use one side outer margin screen not properly rest close add system slow right begin use program like m office still take time open program like m word check warranty not recommend,0.4922,positive
"

  I brought this product with pre-installed Windows . After one month of use laptop got very slow. Without running any app, you can see memory and disk are running with 100% capacity. I reached out to Lenovo customer service and they told that to run the Windows 10 I should upgrade the RAM of this product to 8GB(minimum).

",brought product preinstalled window one month use laptop get slow without run app see memory disk run 100 capacity reach lenovo customer service tell run windows 10 upgrade ram product 8gb minimum,0.0258,neutral
"

  Let's keep it short.First of all please update the windows 10 version to 1909. My laptop stopped working from second day. After updating its working fine.Perfect for watching YouTube video, MS Office work, running basic photo editing software like Photoshop. But please do not try to play games or install video editing software. It might crash. So in short, only for BASIC work.

",let keep shortfirst please update windows 10 version 1909 laptop stop work second day update work fineperfect watch youtube video m office work run basic photo edit software like photoshop please not try play game install video edit software might crash short basic work,0.0423,neutral
"

  I'm disappointed with battery. Yesterday only I recieved. It was taking 2 hrs and 20 minutes but backup is just 4 hrs. And I'm installed euro truck simulator 2 game , when it is running I found soo many lags. I like the design and it looks. Display also very nice. Over all it's a best laptop in 28k.

",disappointed battery yesterday recieved take 2 hrs 20 minute backup 4 hr instal euro truck simulator 2 game run find soo many lag like design look display also nice best laptop 28k,0.6124,positive
"

  The product is sound with good asthetics. The processor under perform with the OS. Its painfully slow. It works all good apart from that but the processor is slow as it can be for a modern PC for its price. You are better off with another higher processor for this model. Dont just look at the design look for better processor but not this one. Invest a little more and you will be happy. I regret purchasing just for the speed of the PC.

",product sound good asthetics processor perform os painfully slow work good apart processor slow modern pc price well another high processor model do not look design look well processor not one invest little happy regret purchase speed pc,0.7569,positive
"

  Not so happy, I thought AMD  processor is more powerful than i3.But after buying it, I am not happy with the speed of AMD. Very very slow processor!Battery life poor,if open more than one task it hangs.Even restart is not working.You have press the power button for few seconds.

",not happy think amd processor powerful i3but buy not happy speed amd slow processor battery life poor open one task hangseven restart not workingyou press power button second,-0.7427,negative
"

  The features are ok i purchases it on dec 2019  today being 4 dec 2020,thought if giving a review though i just use this laptop for mails basically workpurpose so from my point of view there is lagg while starting / the mousepad alreading begin to freeze / the page flikkers ,i mean i do not use the laptop like a hardcore even just for office mails ,forget gaming or anything else just basic

",feature ok purchase dec 2019 today 4 dec 2020 think give review though use laptop mail basically workpurpose point view lagg start mousepad alreading begin freeze page flikkers mean not use laptop like hardcore even office mail forget game anything else basic,-0.1556,negative
"

  Good configuration at this price under 25K. Low battery backup. Very slow. But after I upgraded storage by adding M2. NVME SSD 250 GB and installing Windows 10 on it the system runs very fast. Also, added one 8 gb DDR4 ram in the free RAM slot. Screen FHD display is preety good. Overall value for money is great considering they also pre-installed MS office 2019 Home and Student for life time and MS Windows 10 Home Single Language.

",good configuration price 25k low battery backup slow upgraded storage add m2 nvme ssd 250 gb installing windows 10 system run fast also add one 8 gb ddr4 ram free ram slot screen fhd display preety good overall value money great consider also preinstalled m office 2019 home student life time ms windows 10 home single language,0.926,positive
"

  osm laptop very good brand i always lenovo lapotp because it is available very cheap price with high confrigration and i must recommended this laptop beacuse i cheak this confrigration i other brands but there charge is too high with this same specification .amd processor is very fast and cheaper price comparison to intel .and this price segment osm price provide by lenovo .

",osm laptop good brand always lenovo lapotp available cheap price high confrigration must recommend laptop beacuse cheak confrigration brand charge high specification amd processor fast cheap price comparison intel and price segment osm price provide lenovo,0.6597,positive
"

  The product hangs like anything. Use Microsoft Office, browse the web, trying watching something online, trying doing some basic work stuff, there is nothing the machine does smoothly.Its the worst choice ever you could make for a laptop.No value for money

",product hang like anything use microsoft office browse web try watch something online try basic work stuff nothing machine smoothlyits bad choice ever could make laptopno value money,0.775,positive
"

  Poor battery life, just got it and in 6 months battery is dead. Screen blacks out often while working, System hangs frequently, Can't work on more than two programs, system slows down, laptop gets heated very quick. Service not good for Lenova. Local service don't respond to the issue and ask the customer to register a complaint with Lenova customer care whatsapp number and there is only automated response and no response to the issue.

",poor battery life get 6 month battery dead screen black often work system hang frequently work two program system slow laptop get heat quick service not good lenova local service respond issue ask customer register complaint lenova customer care whatsapp number automate response no response issue,-0.866,negative
"

  It's a good laptop for normal usage. If you facing problem (slow performance) than uninstall the antivirus (macfee live safe). You will see a great change in performance.

",good laptop normal usage facing problem slow performance uninstall antivirus macfee live safe see great change performance,0.802,positive
"

  If u r looking for a better smooth PC Chromebook then I would recommend you to go for atleast Rs +40k. Screen is not so good , working a little bit laggy , speed is not so fast , I would not recommend this for any gaming or official works , etc. But it's good for net surfing that's all.

",you r look good smooth pc chromebook would recommend go atleast r 40k screen not good work little bit laggy speed not fast would not recommend game official work etc good net surf,0.5837,positive
"

  The laptop is sooooo slow that it cannot do even basic operations. It takes 5-10 mins to start and takes another 10 mins to open microsoft word or excel. Basic text writing or basic excel operations like addition are enough to hang the system. Lenovo has not been responding for past several months. We need to buy another one since this one is just a useless box. Amazon please help in getting support from Lenovo.

",laptop sooooo slow can not even basic operation take 510 min start take another 10 min open microsoft word excel basic text write basic excel operation like addition enough hang system lenovo not respond past several month need buy another one since one useless box amazon please help get support lenovo,0.9201,positive
"

  The laptop had glitches ever since i got it. It is very slow and keeps lagging.It has been just 3 months since i got it and some keys are not working even though I have handled the laptop with care.

",laptop glitch ever since get it slow keep laggingit 3 month since get key not work even though handle laptop care,0.4939,positive
"

  I ve never used AMD Ryzen 3 or any processor from that brand. This computer is super slow, slower than intel pentium gold. I ve been using the Ms office and all, usually opeining documentary files. If you open 5-6 tabs on google chrome, it hangs. Is it any defect? Should I return the product?

",never use amd ryzen 3 processor brand computer super slow slow intel pentium gold use ms office usually opeining documentary file open 56 tab google chrome hang defect return product,0.3612,positive
"

  I am using this laptop for 6 months now. Product was received in best condition. I had to use it majorly for Excel and Word file operation. It takes a bit longer to start as compared to other brands, maybe coz of Rayzen processor. Otherwise there are no complaints till date. Processor is bit slow as compared to Intel.

",use laptop 6 month now product receive best condition use majorly excel word file operation take bit longer start compare brand maybe coz rayzen processor otherwise no complaint till date processor bit slow compare intel,0.8549,positive
"

  This is a very useless product don't buy it, and there is only a replacement policy & no refund. The PC freezes for a long time after every 15-20minutes also the trackpad keeps locking on its own. Doesn't match 4gb ram by any chance. I'd suggest you to buy a different product but not this one. It's been giving me problems from the very 1st day like going blank & freezing or hanging.

",useless product buy replacement policy no refund pc freeze long time every 1520minutes also trackpad keep lock own match 4gb ram chance suggest buy different product not one give problem 1st day like go blank freeze hanging,0.2865,positive
"

  Nice product by Lenovo. Windows 10 +MS Office.Ryzen CPU system, all going well But absence of DVD system merely con property.

",nice product lenovo windows 10 m officeryzen cpu system go well absence dvd system merely con property,0.5994,positive
"

  The product was initially freezing a bit but after I installed another 8 GB of RAM, it's super smooth. I found out the culprit was the intregated graphics which uses a lot of RAM. Infact after I installed 8 gb and when my total ram became 12 gb, only 9.32 gb was available for use. Test was used by system resources.

",product initially freezing bit instal another 8 gb ram super smooth find culprit intregated graphic use lot ram infact instal 8 gb total ram become 12 gb 932 gb available use test use system resource,0.5423,positive
"

  It is value for money but battery has an issue to give you around 2 to 3 hrs with continues work and face some minor lag issue which is negotiable I thought !After all this laptop is best for students who make PPT or word documentation....Thanks,Lenovo & unbox Therapy  From  Rohit

",value money battery issue give around 2 3 hr continue work face minor lag issue negotiable thought laptop best student make ppt word documentation thanks lenovo unbox therapy rohit,0.7964,positive
"

  Laptop is slowit maybe the 4gb ram bottle neck.Rest all is goodthe chrger have high width in its plug which causes a little discomfort

",laptop slowit maybe 4gb ram bottle neckrest goodthe chrger high width plug cause little discomfort,-0.3626,negative
"

  Don't buy this product. The processor is very slow. Even simple apps like windows take at least 2-4 minutes to open. Jumping from window to window is a nightmare.  The technical team is very bad. They put you hold for 30 mins at a stretch and even after that it gets disconnected. No call backs.

",buy product processor slow even simple apps like window take least 24 minute open jump window window nightmare technical team bad put hold 30 min stretch even get disconnect no call back,-0.4939,negative
"

  Over all very good.Only 1 issue I found unacceptable is poor battery backup. Lasts no more than 2-3 hrs

",goodonly 1 issue find unacceptable poor battery backup last no 23 hr,-0.8074,negative
"

  Very slow in processing for applications.Worked properly for 10days. Later on.. it started suffering me.I am facing the worst experience. I am using dual core processor which pc, which is 13year old. It is better than this laptop.

",slow processing applicationsworked properly 10days later start suffer mei face bad experience use dual core processor pc 13year old good laptop,-0.6249,negative
"

  Almost 1 year I am using it.Seems it has a 2 bit processor. Now I am working on it, and theBrowser has not opened in last 15 min. God knows what's happening.It's like that from the beginning. Too slow. TOO SLOW.Pathetic. Oh god! Why companies are manufacturing thes things.

",almost 1 year use itseems 2 bit processor work thebrowser not open last 15 min god know happeningit like begin slow slowpathetic oh god company manufacture thes thing,0.6908,positive
"

  Ideal for light users. Do not very much expectation such as budget laptop. Not bad purely value for the money.

",ideal light user not much expectation budget laptop not bad purely value money,0.612,positive
"

  Very worst laptop pls don't buy . for normal use also this pc can't able to sustain. hanging while opening Excel and all the application.and after 1 year this is suddenly can't able to on the pc.

",worst laptop pls buy normal use also pc able sustain hang open excel applicationand 1 year suddenly able pc,-0.2023,negative
"

  It hangs all the time I don't know if this problem occurs only in my unit but battery life is also very poor . The claimed 4-5 hours of continuous battery life is a fuke .In all a very bad experience.

",hang time know problem occur unit battery life also poor claim 45 hour continuous battery life fuke in bad experience,-0.8519,negative
"

  The product is very good. Lot of things bundled in this thin and lightweight package. The body is of average material. Ethernet port should be there for better connectivity. Camera is very poor. Processor is bit slow when compared with i5,7th gen.

",product good lot thing bundle thin lightweight package body average material ethernet port well connectivity camera poor processor bit slow compare i57th gen,0.2263,positive
"

  The product is having many issues, Microsoft Office is not activated. Microphone jack is not working.  Amazon has not even sent an invoice for the purchase.  They had said one year onsite warranty but they have not given any details.  I  am not able to contact Amazon or lenovo.  I feel like the computer is a waste of money.

",product many issue microsoft office not activate microphone jack not work amazon not even send invoice purchase say one year onsite warranty not give detail not able contact amazon lenovo feel like computer waste money,-0.3261,negative
"

  If you want a good battery and good sound please don't purchase it, worst battery life and sound is very very low, design is good working good after update camera is 0.3 MP don't even want to talk about it if you have some more budget please go with HP or Asus Vivo book.

",want good battery good sound please purchase bad battery life sound low design good work good update camera 03 mp even want talk budget please go hp asus vivo book,0.8807,positive
"

  I have purchased the product on 28 feb and when scanned warranty qr it says it has started on 20th dec 2019. What is going in is it used product and what about office which us mentioned in description ?

",purchase product 28 feb scan warranty qr say start 20th dec 2019 go use product office us mention description,0.0,neutral
"

  Good laptop, i have purchase in only Rs.24000Rayzen is better than i3 processor.But in windows 10 os Speed slower than windows7 osIf we install windows 7 in this laptop then drive note support to this laptop.

",good laptop purchase rs24000rayzen good i3 processorbut windows 10 os speed slow windows7 osif install window 7 laptop drive note support laptop,0.8176,positive
"

  Its not worth anything my desktop is faster in processing then this product its hanging alot too much not wrth anything

",not worth anything desktop faster process product hang alot much not wrth anything,-0.1695,negative
"

  It's good I am using from past 5 hours...It's working good ...I will provide the more updates later...

",good use past 5 hour work good provide update later,0.7003,positive
"

  Bought it last week..looks very premium..speed and display are great....battery back up could have been better...overall a great option for home/study use...

",buy last week look premium speed display great battery back could better overall great option homestudy use,0.9022,positive
"

  It's good I am using from past 5 hours...It's working good ...I will provide the more updates later...

",good use past 5 hour work good provide update later,0.7003,positive
"

  Bought it last week..looks very premium..speed and display are great....battery back up could have been better...overall a great option for home/study use...

",buy last week look premium speed display great battery back could better overall great option homestudy use,0.9022,positive
"

  I needed a laptop on an urgent basis so bought this but the System crashes all the time. Screen freezes too. My 5 yr old laptop works better than this one. Amazon has booked a technician's visit, I hope i do get a replacement or refund.

",need laptop urgent basis buy system crash time screen freeze too 5 yr old laptop work well one amazon book technician visit hope get replacement refund,0.6124,positive
"

  I have purchased it from acer website.It is 30000 there.U can purchase it. The item will come from blue dart within 10 days. I got I a week.Good laptop

",purchase acer websiteit 30000 thereyou purchase it item come blue dart within 10 day get weekgood laptop,0.0,neutral
"

  I bought a new Acer Aspire 3 just 2 days back from Amazon and it's not working properly System hangs while using. It's hangs while opening tabs. Takes more than 1-2 mins to open. This is my new laptop with my first salary and it is showing lots of defects.

",buy new acer aspire 3 2 day back amazon not work properly system hang use hang open tab take 12 min open new laptop first salary show lot defect,-0.1779,negative
"

  Laptop was good for only one month. One day it gets dead and not switching on and taking power.Cannot return..Amazon not taking it back...as return period is over..Totally disappointed from amazon. They should have provided technical assistance for repair. Telling me to contact seller.

",laptop good one month one day get dead not switch take powercannot return amazon not take back return period totally disappointed amazon provide technical assistance repair tell contact seller,-0.4792,negative
"

  Very upset with the Amazon replacement policy... The technician will come and then check and then recommend for a replacement.  So why to buy from Amazon better to buy from a Retail shopThe model I purchased yesterday with screen going blank after 30 min.... Also after 24hrs the web cam is showing dark images even after adjusting with Manual or auto mode.....

",upset amazon replacement policy technician come check recommend replacement buy amazon good buy retail shopthe model purchase yesterday screen go blank 30 min also 24hrs web cam show dark image even adjust manual auto mode,0.6369,positive
"

  This laptop comes with WIN 10, 4GB DDR 4GB RAM.This is absolutely a nonsense. It cannot run more than one app at a time. Even google chrome freezes and takes ages to access any app. After windows Update the laptop stopped working.

",laptop come win 10 4gb ddr 4gb ramthis absolutely nonsense can not run one app time even google chrome freeze take age access app windows update laptop stop work,-0.0498,neutral
"

  The 4 GB RAM is just insufficient , guys please do not buy this , simple chrome and firebox , YouTube takes 80 percentage of your ram , just uselessGuys please please don't buy this laptop , it's jist 4 GB of ram and acer has done a bad job of optimizing stuff.. doesn't work at all. It's just stuck all the time..useless.Am writing this after using for a month .simple pathetic

",4 gb ram insufficient guy please not buy simple chrome firebox youtube take 80 percentage ram uselessguys please please buy laptop jist 4 gb ram acer do bad job optimize stuff work all stuck time uselessam write use month simple pathetic,-0.0258,neutral
"

  All technical sides are worth money. Processor is quite slow though. I have bought recently & almost no softwares expect Office programs. It takes time while opening them. Its light and very stylish. While buying I opted for Office programmes and other installments (cause I dont know how to use Win 10). Other thing is its genuine product so it comes with Microsoft office 365 1 month free trial. After that if you dont buy full version trial version ends nd you cant use any of them. No DvD reader and no SD card reader. Technology is going advanced so old models have it this one does not.Budget friendly good laptop for students or office if you are not planning to do anything extra on it. For games or graphic softwares go for other models.

",technical side worth money processor quite slow though bought recently almost no software expect office program take time open them light stylish buying opt office programme installment because do not know use win 10 thing genuine product come microsoft office 365 1 month free trial do not buy full version trial version end nd can not use them no dvd reader no sd card reader technology go advanced old model one notbudget friendly good laptop student office not plan anything extra it game graphic software go model,0.7911,positive
"

  In two days of purchasing this type of screen show many time.... hanging problem occur continuously .even I complain to Amazon customer care till the time complaint not attend....I want to replaced my laptop

",two day purchase type screen show many time hang problem occur continuously even complain amazon customer care till time complaint not attend want replace laptop,-0.4063,negative
"

  Very slow laptop, processor and RAM Are not up to mark  feels like using very old pc. My calculator works fast than this  , response time is very slow , display is average  battery is average, thinking of returning the product in just first 2 hrs of use

",slow laptop processor ram not mark feel like use old pc calculator work fast response time slow display average battery average think return product first 2 hr use,-0.2755,negative
"

  I needed a laptop on an urgent basis so bought this but the System crashes all the time. Screen freezes too. My 5 yr old laptop works better than this one. Amazon has booked a technician's visit, I hope i do get a replacement or refund.

",need laptop urgent basis buy system crash time screen freeze too 5 yr old laptop work well one amazon book technician visit hope get replacement refund,0.6124,positive
"

  I have purchased it from acer website.It is 30000 there.U can purchase it. The item will come from blue dart within 10 days. I got I a week.Good laptop

",purchase acer websiteit 30000 thereyou purchase it item come blue dart within 10 day get weekgood laptop,0.0,neutral
"

  I bought a new Acer Aspire 3 just 2 days back from Amazon and it's not working properly System hangs while using. It's hangs while opening tabs. Takes more than 1-2 mins to open. This is my new laptop with my first salary and it is showing lots of defects.

",buy new acer aspire 3 2 day back amazon not work properly system hang use hang open tab take 12 min open new laptop first salary show lot defect,-0.1779,negative
"

  Laptop was good for only one month. One day it gets dead and not switching on and taking power.Cannot return..Amazon not taking it back...as return period is over..Totally disappointed from amazon. They should have provided technical assistance for repair. Telling me to contact seller.

",laptop good one month one day get dead not switch take powercannot return amazon not take back return period totally disappointed amazon provide technical assistance repair tell contact seller,-0.4792,negative
"

  Very upset with the Amazon replacement policy... The technician will come and then check and then recommend for a replacement.  So why to buy from Amazon better to buy from a Retail shopThe model I purchased yesterday with screen going blank after 30 min.... Also after 24hrs the web cam is showing dark images even after adjusting with Manual or auto mode.....

",upset amazon replacement policy technician come check recommend replacement buy amazon good buy retail shopthe model purchase yesterday screen go blank 30 min also 24hrs web cam show dark image even adjust manual auto mode,0.6369,positive
"

  This laptop comes with WIN 10, 4GB DDR 4GB RAM.This is absolutely a nonsense. It cannot run more than one app at a time. Even google chrome freezes and takes ages to access any app. After windows Update the laptop stopped working.

",laptop come win 10 4gb ddr 4gb ramthis absolutely nonsense can not run one app time even google chrome freeze take age access app windows update laptop stop work,-0.0498,neutral
"

  The 4 GB RAM is just insufficient , guys please do not buy this , simple chrome and firebox , YouTube takes 80 percentage of your ram , just uselessGuys please please don't buy this laptop , it's jist 4 GB of ram and acer has done a bad job of optimizing stuff.. doesn't work at all. It's just stuck all the time..useless.Am writing this after using for a month .simple pathetic

",4 gb ram insufficient guy please not buy simple chrome firebox youtube take 80 percentage ram uselessguys please please buy laptop jist 4 gb ram acer do bad job optimize stuff work all stuck time uselessam write use month simple pathetic,-0.0258,neutral
"

  All technical sides are worth money. Processor is quite slow though. I have bought recently & almost no softwares expect Office programs. It takes time while opening them. Its light and very stylish. While buying I opted for Office programmes and other installments (cause I dont know how to use Win 10). Other thing is its genuine product so it comes with Microsoft office 365 1 month free trial. After that if you dont buy full version trial version ends nd you cant use any of them. No DvD reader and no SD card reader. Technology is going advanced so old models have it this one does not.Budget friendly good laptop for students or office if you are not planning to do anything extra on it. For games or graphic softwares go for other models.

",technical side worth money processor quite slow though bought recently almost no software expect office program take time open them light stylish buying opt office programme installment because do not know use win 10 thing genuine product come microsoft office 365 1 month free trial do not buy full version trial version end nd can not use them no dvd reader no sd card reader technology go advanced old model one notbudget friendly good laptop student office not plan anything extra it game graphic software go model,0.7911,positive
"

  In two days of purchasing this type of screen show many time.... hanging problem occur continuously .even I complain to Amazon customer care till the time complaint not attend....I want to replaced my laptop

",two day purchase type screen show many time hang problem occur continuously even complain amazon customer care till time complaint not attend want replace laptop,-0.4063,negative
"

  Very slow laptop, processor and RAM Are not up to mark  feels like using very old pc. My calculator works fast than this  , response time is very slow , display is average  battery is average, thinking of returning the product in just first 2 hrs of use

",slow laptop processor ram not mark feel like use old pc calculator work fast response time slow display average battery average think return product first 2 hr use,-0.2755,negative
"

  Very nice Product and slimIt is very nice

",nice product slimit nice,0.6808,positive
"

  Pathetic product. With Just MS Word open, no other app open, system starts hangs and  Memory usage reaches 92% and you won't be able to open any other application like Web Browser.Battery life mentioned is 9.5hrs but with just one application open its not giving 3hrs.When you raise a complaint to return the product they will simply refuse. They write ""Replacement within 7days"" but in that case also they will make you call Manufacturer, with no final result, you have to keep same product and keep following up with Customer care.Even if you want to go for higher version of Laptop like i5 or AMD , they will not allowed.I am 5+year old active customer with frequent buying behavior  and very low return rate, still they are not ready to support.As they have started fraudulent activity by selling product with wrong product description, it better to refrain yourself from buying on site, especially when it marked as ""replacement only"" as in this case they sell wrong products.

",pathetic product m word open no app open system start hang memory usage reach 92 able open application like web browserbattery life mention 95hrs one application open not give 3hrswhen raise complaint return product simply refuse write replacement within 7days case also make call manufacturer no final result keep product keep follow customer careeven want go high version laptop like i5 amd not allowedi 5year old active customer frequent buy behavior low return rate still not ready supportas start fraudulent activity sell product wrong product description well refrain buy site especially marked replacement case sell wrong product,-0.9314,negative
"

  Extremely Slow this garbage laptop,,  i want sell ,, prize start with 1 Rs, tatti laptop.30 minute take to start .Tatti laptop, I bought on 17 august 2020, but the issue is that the display of the laptop is "" yellow tint"".  which takes away the quality of natural pictures , all colors looks dull and dirty , find audio problems and HD quality is also not impressive. its to slow ,click wait and watch small circle..anybody facing same display ( colors ) issue ? pls check and confirm or any setting required ? I did all.I will update review and star if my issue resolve.

",extremely slow garbage laptop want sell prize start 1 r tatti laptop30 minute take start tatti laptop buy 17 august 2020 issue display laptop yellow tint take away quality natural picture color look dull dirty find audio problem hd quality also not impressive slow click wait watch small circle anybody face display color issue pls check confirm set require alli update review star issue resolve,-0.2505,negative
"

  Good product below 40000 ruppees. But processor speed is slow than information provided.

",good product 40000 ruppees processor speed slow information provide,0.4404,positive
"

  This laptop is totally waste of money, I took it 2 months for my children for online classes, it is very slow, it will take hell lot of time to switch tabs in Chrome/Mozilla or any Brower, Webcam will not work properly most of the times, it shows black. I have updated the windows time to time, but not much of use. we took to it for browsing but it is not at all suitable for anything. This product it not at all recommended. I am totally disappointed with ACER, I am planning to sell it and buying a new one.

",laptop totally waste money take 2 month child online class slow take hell lot time switch tab chromemozilla brower webcam not work properly time show black updated window time time not much use take browse not suitable anything product not recommend totally disappointed acer planning sell buy new one,-0.7925,negative
"

  Look - goodThickness - goodProcessor - SUCKSIt looks like I have using older version of pentium processor packed in latest version of laptop.I ve been using i3 since long time as I don't want much from my laptop...I am just interested in watching movies and browsing simple stuff...but doing this in this acer laptop looks very sloppy.I am very unhappy with the speed....and especially at this price...just don't go with it.It takes minutes for programs to open and that too I have not yet installed any new apps ..I can't even imagine what if I install some few basic apps.I would not recommend this laptop.

",look goodthickness goodprocessor sucksit look like use old version pentium processor pack late version laptopi use i3 since long time want much laptop interested watch movie browse simple stuff acer laptop look sloppyi unhappy speed especially price go itit take minute program open not yet instal new apps even imagine install basic appsi would not recommend laptop,0.1506,positive
"

  Laptop bag not received

",laptop bag not receive,0.0,neutral
"

  This is my second acer laptop. Elegant fast and sturdy device. FullHD antiglare display, light weight, Good product. Upgrading the Ram to 8gb is suggested. Other than that no complaints. Fast delivery. Thank u amazon.

",second acer laptop elegant fast sturdy device fullhd antiglare display light weight good product upgrade ram 8gb suggest no complaint fast delivery thank you amazon,0.8775,positive
"

  This is my fifth Acer. On second day my screen went blank. I researched on net and realized problem is with Windows 10 and its updates. I reloaded windows 10 ,stopped automatic updates, reduced startup programs to minimum and started using Micro soft Edge as browser. All problems vanished.  Some problems exists while using chrome.Only negative aspect is battery life is 3.5 hours. I am totally satisfied with my Acer and it is value for money as I got it in festival sale of Amazon.

",fifth acer second day screen go blank researched net realize problem windows 10 update reload window 10 stop automatic update reduce startup program minimum start use micro soft edge browser problem vanish problem exist use chromeonly negative aspect battery life 35 hour totally satisfied acer value money get festival sale amazon,-0.5177,negative
"

  This Laptop's other features are ok  . but its webcam is not HD quality therefore the  image captured  is very dark and blurred even in  ample light.  It can not be used for vedio calling or online meetings!!!

",laptop feature ok webcam not hd quality therefore image capture dark blur even ample light not used vedio call online meeting,0.296,positive
"

  Laptop look's good smooth design and I say this laptop is  very good for the office use and vedio edit etc ,  to here every features like display,sound, browsing speed, battery(3-4hr continue watching movies)  are awesome for small budget and I have truly satisfied for purchasing the laptop of price 31990 thank you Amazon,so I face  hang problem if you can open multiple window .....😅😅😅😛

",laptop look good smooth design say laptop good office use vedio edit etc every feature like display sound browse speed battery 34hr continue watch movie awesome small budget truly satisfied purchase laptop price 31990 thank amazon face hang problem open multiple window,0.9559,positive
"

  The Brand New Laptop delivered had crashed just 1 week after starting.Tried Contacting Acer India/BLR service center but the response was v.poor & finally someone answered the call & diagnosed that HARD DISK needs replacement!! They had taken the faulty Laptop without any Receipt & till date there is no replacement or news on  Delivery.VERY POOR PRODUCT & SERVICE QUALITY

",brand new laptop deliver crash 1 week startingtried contact acer indiablr service center response vpoor finally someone answer call diagnosed hard disk need replacement take faulty laptop without receipt till date no replacement news deliveryvery poor product service quality,-0.8658,negative
"

  Pathetic, it's not charging from day 1. Initially I tried quite many times and it started charging then I thought it's fine...and I cancelled replacement request but in just 10 days it stopped charging...now totally dead.

",pathetic not charge day 1 initially try quite many time start charge think fine cancel replacement request 10 day stop charge totally dead,-0.8932,negative
"

  System works very slow.I have not added any other program to it even then starting Chrome takes a lot of time forget opening next App everything freezes.No dedicated  power button but is provided on keyboard

",system work slowi not add program even start chrome take lot time forget open next app everything freezesno dedicate power button provide keyboard,-0.2263,negative
"

  This is really a horrible product. Dont buy it. Even though the specs are good, the laptop hangs like a dog. Every application you open it hangs for 1-2 mins. Piece of useless stuff. I have written to the Vendor, but no response.

",really horrible product do not buy it even though specs good laptop hang like dog every application open hang 12 min piece useless stuff write vendor no response,-0.5256,negative
"

  After some days the adaptor of laptop stop working , call doesn't connect to customer care easily , somehow i managed to complaint , more than 10 days has been passed nobody came for solution till now , as customer care said our technician will visit you.....still waiting..... worst service and product for me....need them to improve their customer service

",day adaptor laptop stop work call connect customer care easily somehow manage complaint 10 day pass nobody come solution till customer care say technician visit still wait bad service product need improve customer service,0.7269,positive
"

  Good product

",good product,0.4404,positive
"

  Very very poor quality product from acer. Surprisingly they make this poor quality laptop and when they broke while handling, they deny covering this in warranty.Worst experience with ACER. Poor quality and poorest service.

",poor quality product acer surprisingly make poor quality laptop break handle deny cover warrantyworst experience acer poor quality poor service,-0.9118,negative
"

  Very bad choice. Repent my decision. Bought on 8 th August . Within month started giving windows repair issue. Service center told mother board needs to replaced. But no spare available in warehouse india. Hardly used for 10 days . No proper customer service. They shipped faulty new laptop. The laptop is still with service center and they don't have answer when they repair it.Think before buying.

",bad choice repent decision buy 8 th august within month start give window repair issue service center tell mother board need replace no spare available warehouse india hardly use 10 day no proper customer service ship faulty new laptop laptop still service center answer repair itthink buying,-0.8481,negative
